shape,name,lng,lat
"117.170304,31.726483_117.17032,31.726465_117.170335,31.726459_117.17036,31.726459_117.170836,31.72667_117.170855,31.726676_117.170876,31.726671_117.170891,31.726663_117.17115,31.726254_117.171169,31.72625_117.171357,31.726299_117.171429,31.726382_117.171161,31.726711_117.171091,31.726963_117.170986,31.726936_117.170844,31.727148_117.171052,31.727312_117.170993,31.727423_117.170995,31.727443_117.171003,31.72746_117.171421,31.727603_117.171637,31.727653_117.171707,31.72766_117.171796,31.727654_117.17187,31.727629_117.171984,31.727573_117.172038,31.727543_117.172309,31.727372_117.172331,31.727369_117.172357,31.727365_117.1724,31.727369_117.172852,31.727497_117.172887,31.727512_117.172913,31.727528_117.173424,31.72805_117.17408,31.728704_117.174606,31.729224_117.174617,31.729241_117.174621,31.729256_117.174617,31.729274_117.174612,31.729287_117.174133,31.730056_117.172936,31.731894_117.172898,31.731919_117.172855,31.731928_117.172815,31.731928_117.172777,31.731926_117.172721,31.731908_117.169042,31.728836_117.169029,31.728821_117.169021,31.728803_117.169021,31.72878_117.169026,31.728754_117.169561,31.727622_117.169777,31.727241_117.170304,31.726483",金宇·天地城,117.171834,31.729109
"117.173206,31.733078_117.173794,31.733567_117.173621,31.733696_117.173652,31.733731_117.173571,31.733829_117.173287,31.733951_117.173001,31.734272_117.173022,31.73435_117.173472,31.734739_117.173764,31.735218_117.173946,31.735204_117.173962,31.735049_117.173911,31.735046_117.17406,31.734365_117.174237,31.734334_117.174519,31.734253_117.175118,31.734763_117.174531,31.735291_117.173962,31.735775_117.173287,31.736322_117.173248,31.736375_117.173182,31.736406_117.172963,31.736392_117.172827,31.736693_117.173319,31.73694_117.173902,31.737238_117.173602,31.737559_117.174194,31.73795_117.173185,31.738833_117.173076,31.738835_117.172971,31.738809_117.172344,31.738296_117.171867,31.737804_117.171835,31.737724_117.171862,31.737643_117.172136,31.737385_117.172377,31.736975_117.172516,31.736695_117.172656,31.736397_117.172745,31.735967_117.172726,31.735545_117.172639,31.735169_117.172475,31.734868_117.172258,31.734594_117.172047,31.734371_117.171925,31.734253_117.170704,31.733179_117.169842,31.732443_117.168701,31.731512_117.168398,31.731226_117.168282,31.731006_117.168173,31.730652_117.168134,31.73045_117.169227,31.730255_117.1697,31.730183_117.170213,31.730579_117.171815,31.73191_117.173206,31.733078",金星和园,117.171833,31.7339
"117.177806,31.735729_117.178292,31.734863_117.178407,31.734644_117.178548,31.734755_117.178832,31.734585_117.179452,31.735537_117.179806,31.73604_117.17953,31.73617_117.179669,31.736433_117.17939,31.736524_117.179551,31.736925_117.179247,31.737068_117.178666,31.736567_117.178938,31.736196_117.177806,31.735729",新城家园,117.178872,31.735752
"117.181652,31.73041_117.181936,31.730207_117.182255,31.730041_117.182279,31.72999_117.182416,31.729901_117.182529,31.729897_117.183591,31.729352_117.184066,31.728966_117.184184,31.728836_117.182985,31.727187_117.181872,31.72585_117.181719,31.725973_117.180153,31.727162_117.179404,31.727908_117.179447,31.728101_117.181279,31.730419_117.181405,31.730344_117.181652,31.73041",南郢小区,117.181744,31.72826
"117.18237,31.732338_117.182026,31.732877_117.181787,31.732922_117.181603,31.733257_117.18148,31.733429_117.180168,31.733556_117.179955,31.733679_117.180188,31.734002_117.180431,31.734111_117.180672,31.734166_117.180955,31.734243_117.180962,31.734553_117.181216,31.734569_117.18136,31.734949_117.181572,31.73505_117.181717,31.735063_117.181832,31.735095_117.181972,31.735083_117.182244,31.734896_117.182346,31.734966_117.183296,31.734452_117.183246,31.734352_117.183166,31.734346_117.182956,31.734079_117.182953,31.733902_117.183084,31.733902_117.18309,31.733834_117.183411,31.733835_117.183505,31.733774_117.18237,31.732338",滨河竹园,117.181954,31.733887
"117.172841,31.73669_117.172968,31.736403_117.173185,31.736418_117.173222,31.736412_117.173246,31.736402_117.173275,31.73639_117.17331,31.736366_117.173888,31.735841_117.174424,31.735397_117.175114,31.734779_117.175133,31.73477_117.175153,31.734769_117.175175,31.734769_117.175192,31.734773_117.176088,31.735495_117.176103,31.735513_117.176111,31.735527_117.176121,31.735553_117.176124,31.73557_117.176123,31.735593_117.175807,31.736192_117.17552,31.736651_117.175085,31.737172_117.174243,31.737932_117.17423,31.737938_117.174214,31.737938_117.174196,31.737934_117.174184,31.737927_117.173621,31.737559_117.173917,31.737231_117.172841,31.73669",光明观澜学府,117.174617,31.736328
"117.226443,31.783998_117.226766,31.783789_117.226243,31.783145_117.226235,31.783109_117.226267,31.783079_117.226566,31.782899_117.226297,31.782595_117.227087,31.782128_117.226856,31.781815_117.226482,31.78206_117.226319,31.781861_117.2267,31.781622_117.226472,31.781352_117.226342,31.781277_117.226258,31.781265_117.226121,31.78125_117.225999,31.78126_117.225898,31.781317_117.224801,31.782063_117.224969,31.782267_117.225185,31.782506_117.226443,31.783998",上海城市公寓,117.22598,31.782373
"117.204802,31.799002_117.205597,31.799756_117.205756,31.799776_117.206523,31.799213_117.206517,31.799184_117.205726,31.798356_117.204802,31.799002",上湖名院,117.20568,31.799093
"117.203174,31.822122_117.203176,31.820603_117.202394,31.820642_117.202405,31.821306_117.201439,31.821332_117.201537,31.822127_117.203174,31.822122",上铁·银欣花园,117.202462,31.821505
"117.312726,31.794003_117.312494,31.794695_117.3125,31.794747_117.314278,31.794988_117.314345,31.794961_117.314465,31.794272_117.314421,31.794221_117.313108,31.794065_117.312726,31.794003",上风尚城,117.313505,31.7945
"117.455494,31.879411_117.455852,31.879524_117.456004,31.879152_117.455622,31.879051_117.455494,31.879411",世纪云景,117.455745,31.879283
"117.457054,31.878333_117.457646,31.878603_117.458515,31.879051_117.458524,31.879052_117.458542,31.87905_117.458558,31.879044_117.459097,31.878513_117.459102,31.878503_117.459102,31.878494_117.459102,31.878482_117.458245,31.877961_117.458237,31.877952_117.458234,31.877943_117.458233,31.877933_117.458234,31.877916_117.45826,31.877875_117.45826,31.877861_117.458259,31.877851_117.458252,31.877839_117.457856,31.877566_117.457843,31.877565_117.457833,31.877566_117.457817,31.87757_117.457681,31.87767_117.457666,31.877673_117.457654,31.877673_117.457639,31.877671_117.457513,31.877566_117.45751,31.877558_117.457513,31.877547_117.45752,31.877537_117.45753,31.877527_117.457553,31.877518_117.457782,31.87745_117.457789,31.877439_117.457793,31.877427_117.457792,31.877417_117.457784,31.877402_117.457078,31.876856_117.457077,31.876847_117.457077,31.876837_117.457082,31.876826_117.457112,31.876793_117.457116,31.876782_117.457116,31.876771_117.457107,31.876756_117.456779,31.876491_117.456774,31.876479_117.456773,31.876466_117.456773,31.87645_117.456779,31.876432_117.456833,31.876348_117.45709,31.876175_117.457431,31.875837_117.457435,31.875827_117.457435,31.875813_117.457434,31.875796_117.457428,31.875782_117.457422,31.875769_117.456893,31.875087_117.456883,31.875079_117.456868,31.875073_117.456852,31.875072_117.45683,31.875073_117.456811,31.87508_117.456479,31.875255_117.456471,31.875265_117.456467,31.87528_117.456467,31.875297_117.456468,31.875312_117.456482,31.875328_117.456486,31.875336_117.456487,31.875345_117.456487,31.875355_117.456235,31.875526_117.456225,31.87554_117.456205,31.875597_117.456201,31.875604_117.456187,31.875612_117.455347,31.875978_117.455336,31.875989_117.455328,31.876007_117.455328,31.876028_117.45533,31.876043_117.455338,31.87606_117.455619,31.876419_117.456003,31.876936_117.456693,31.877655_117.456703,31.877658_117.456718,31.87766_117.456732,31.87766_117.456756,31.877652_117.457222,31.877416_117.457233,31.877413_117.457245,31.877414_117.457262,31.877425_117.457554,31.877721_117.457558,31.877729_117.457558,31.877742_117.457549,31.87776_117.457011,31.878256_117.457007,31.878266_117.457005,31.878279_117.457007,31.87829_117.457015,31.878307_117.457054,31.878333",肥东县城关中学,117.457066,31.877041
"117.285031,31.84747_117.285544,31.847469_117.285587,31.847447_117.28552,31.846563_117.285418,31.846555_117.28521,31.84657_117.285162,31.846826_117.285033,31.846899_117.285031,31.84747",世纪云顶大厦,117.285313,31.847059
"117.266084,31.873014_117.266222,31.873063_117.266381,31.873087_117.266502,31.87317_117.266629,31.873234_117.266952,31.873425_117.267415,31.872914_117.266568,31.872293_117.266345,31.872154_117.26592,31.871987_117.265715,31.872287_117.265696,31.872376_117.266035,31.87256_117.266009,31.872643_117.26599,31.872802_117.265997,31.872962_117.266039,31.872994_117.266084,31.873014",世纪别墅,117.266522,31.872715
"117.288839,31.745607_117.288344,31.746002_117.288318,31.747003_117.288322,31.747021_117.28833,31.747038_117.28835,31.747048_117.288371,31.747054_117.29139,31.747062_117.291419,31.747051_117.291438,31.747034_117.291448,31.747015_117.291453,31.746989_117.29143,31.744286_117.291422,31.744242_117.291399,31.744205_117.291377,31.744178_117.291333,31.744151_117.291283,31.74414_117.291231,31.744136_117.288926,31.744144_117.2889,31.744149_117.288873,31.74416_117.288864,31.74418_117.28886,31.744199_117.288839,31.745607",临滨苑,117.290024,31.745668
"117.297329,31.747075_117.301905,31.747031_117.301986,31.746951_117.30198,31.744796_117.301031,31.74478_117.30102,31.744164_117.297273,31.744182_117.297166,31.744242_117.297128,31.744344_117.297147,31.746947_117.297329,31.747075",徽昌苑,117.299472,31.745662
"117.297296,31.743899_117.30183,31.743909_117.301926,31.743859_117.301993,31.743794_117.301998,31.743638_117.301985,31.741668_117.301981,31.741326_117.30188,31.741224_117.301798,31.741159_117.301695,31.741147_117.299337,31.741148_117.297458,31.741134_117.297326,31.741138_117.297241,31.741157_117.297158,31.741199_117.297111,31.741252_117.297077,31.741331_117.297079,31.741586_117.29711,31.743691_117.297127,31.743797_117.297183,31.743858_117.297296,31.743899",徽杰苑,117.299541,31.742524
"117.296722,31.747047_117.296761,31.747024_117.296788,31.746992_117.29681,31.746937_117.296788,31.744294_117.296767,31.744241_117.29674,31.744215_117.29668,31.744194_117.296621,31.744185_117.291966,31.744193_117.291806,31.744328_117.291796,31.746954_117.291803,31.746998_117.291831,31.747027_117.291871,31.747046_117.29192,31.747052_117.296663,31.747063_117.296722,31.747047",徽贵苑,117.294304,31.745626
"117.296477,31.741655_117.296235,31.741639_117.29624,31.741087_117.292333,31.741093_117.292342,31.741517_117.292194,31.741588_117.292091,31.741687_117.292089,31.743392_117.29235,31.743387_117.292374,31.743855_117.296263,31.743916_117.296247,31.743539_117.296531,31.743532_117.296477,31.741655",振徽苑,117.294308,31.742493
"117.295594,31.747982_117.295585,31.747338_117.291975,31.747362_117.291848,31.747402_117.291814,31.747445_117.291816,31.747652_117.292051,31.747665_117.292115,31.749521_117.29244,31.749778_117.296207,31.749804_117.29621,31.749609_117.296515,31.749615_117.296551,31.748233_117.296806,31.748229_117.296818,31.747977_117.295594,31.747982",春融苑,117.294211,31.748597
"117.300396,31.750036_117.3004,31.749482_117.299191,31.749479_117.299141,31.749444_117.299134,31.749392_117.299132,31.749092_117.297126,31.749078_117.297122,31.749953_117.297165,31.750007_117.297241,31.750033_117.300396,31.750036",树荫苑,117.298569,31.749612
"117.288363,31.747692_117.288387,31.748896_117.291512,31.748896_117.291524,31.748536_117.291227,31.748537_117.291198,31.747676_117.291051,31.74761_117.291058,31.747315_117.289856,31.747321_117.288371,31.747325_117.288363,31.747692",琼林苑,117.289817,31.74813
"117.268367,31.874676_117.268123,31.874459_117.267209,31.875215_117.266888,31.875404_117.266758,31.875333_117.266164,31.875299_117.265832,31.875559_117.265042,31.874872_117.265006,31.874651_117.264704,31.874454_117.264718,31.873876_117.264615,31.872743_117.265388,31.872773_117.265396,31.87303_117.26602,31.873016_117.266236,31.873074_117.26657,31.873217_117.266949,31.873442_117.26739,31.872946_117.269045,31.874046_117.269035,31.874099_117.268367,31.874676",世纪家园(沿河东路),117.266492,31.874096
"117.234484,31.83355_117.234493,31.832288_117.234511,31.832213_117.234557,31.832157_117.234622,31.83212_117.234793,31.832122_117.23506,31.832114_117.235401,31.832057_117.235394,31.832164_117.236108,31.832184_117.236033,31.833577_117.234484,31.83355",世纪新城(望江西路),117.235277,31.832846
"117.377949,31.465888_117.377949,31.465772_117.378028,31.465657_117.378209,31.465499_117.378386,31.465427_117.378441,31.4654_117.378111,31.465111_117.378284,31.464961_117.378339,31.464955_117.378711,31.465316_117.379058,31.465033_117.379168,31.464962_117.379238,31.464912_117.379337,31.464911_117.379451,31.465143_117.379494,31.465147_117.379906,31.464953_117.380297,31.465211_117.380667,31.465483_117.380686,31.465677_117.380564,31.465834_117.380339,31.466_117.38005,31.466242_117.380093,31.466335_117.380014,31.46642_117.379836,31.466441_117.379672,31.466471_117.379566,31.466535_117.37946,31.466671_117.379357,31.466827_117.379273,31.466874_117.379177,31.466892_117.379012,31.466878_117.378637,31.466797_117.378418,31.466653_117.37822,31.466493_117.378021,31.46626_117.377984,31.466159_117.377949,31.465888",世纪城小区,117.379219,31.465856
"117.341035,31.89638_117.341598,31.89573_117.341445,31.895692_117.339203,31.895738_117.339206,31.895761_117.339183,31.895773_117.33917,31.89691_117.340984,31.896443_117.341035,31.89638",晨阳·世纪城,117.340155,31.896177
"117.281906,31.235792_117.281756,31.235654_117.281777,31.233012_117.281826,31.23293_117.281895,31.232898_117.28197,31.232893_117.285205,31.232898_117.285903,31.235916_117.285876,31.235975_117.285838,31.236007_117.281906,31.235792",众发·世纪城,117.283694,31.234444
"117.287147,31.745391_117.288708,31.745393_117.288736,31.745386_117.288753,31.745379_117.288764,31.745371_117.288771,31.745361_117.288783,31.744225_117.28878,31.744214_117.288777,31.744206_117.288771,31.7442_117.288756,31.744194_117.286846,31.744185_117.286813,31.744193_117.286783,31.74421_117.286759,31.744233_117.28675,31.74425_117.286746,31.745342_117.286751,31.745357_117.286763,31.74537_117.286791,31.74538_117.286814,31.745386_117.286844,31.745388_117.287147,31.745391",世纪金源大饭店,117.287763,31.74479
"117.299345,31.832247_117.298401,31.832254_117.298398,31.833454_117.298697,31.833561_117.298869,31.833642_117.299027,31.83374_117.299148,31.833839_117.299255,31.833943_117.299389,31.83414_117.299513,31.834347_117.299555,31.834446_117.299594,31.834585_117.300298,31.834596_117.300367,31.832869_117.299342,31.832865_117.299345,31.832247",合肥城建·兰阳苑,117.299424,31.833364
"117.297086,31.837547_117.297084,31.837271_117.296135,31.837227_117.296078,31.837754_117.296039,31.838226_117.295995,31.83881_117.295967,31.839342_117.297897,31.839414_117.298004,31.837551_117.297086,31.837547",橙阳苑,117.296963,31.838385
"117.298095,31.83826_117.298961,31.838271_117.299012,31.837273_117.299683,31.837303_117.299683,31.837469_117.300233,31.837497_117.300211,31.837989_117.300799,31.837984_117.30093,31.838062_117.300866,31.838859_117.300005,31.838816_117.299919,31.838855_117.299852,31.838939_117.299825,31.839495_117.298087,31.839415_117.298041,31.839349_117.298041,31.839279_117.298095,31.83826",紫阳苑,117.299418,31.838493
"117.297957,31.836574_117.297925,31.835562_117.29793,31.83517_117.298107,31.834924_117.298231,31.834751_117.299486,31.834724_117.299373,31.836793_117.298467,31.836788_117.297957,31.836574",红阳苑,117.298711,31.835749
"117.295367,31.834692_117.295405,31.833561_117.295469,31.8335_117.297945,31.833447_117.298307,31.833523_117.298967,31.833762_117.299179,31.833944_117.298929,31.83409_117.298366,31.83448_117.297789,31.834897_117.297655,31.834935_117.296196,31.834876_117.296193,31.834671_117.295367,31.834692",绿阳苑(斛兵塘路),117.297056,31.83413
"117.297981,31.837531_117.297939,31.837161_117.297769,31.836657_117.297668,31.836461_117.297423,31.836166_117.297104,31.836138_117.296825,31.836053_117.2966,31.835892_117.296474,31.835599_117.296416,31.835303_117.296136,31.835152_117.295832,31.835039_117.295695,31.834995_117.295377,31.834938_117.295092,31.834904_117.295082,31.836209_117.295317,31.836255_117.295946,31.836303_117.295897,31.836834_117.296171,31.83685_117.29616,31.837221_117.297107,31.837254_117.297096,31.83752_117.297981,31.837531",世纪阳光花园金阳苑,117.296434,31.836283
"117.30105,31.835116_117.301079,31.83469_117.300345,31.834657_117.299629,31.834634_117.299532,31.837196_117.30051,31.837247_117.300525,31.83713_117.300644,31.837134_117.300647,31.837255_117.300841,31.83726_117.30092,31.83723_117.300963,31.837191_117.30105,31.835116",青阳苑,117.300297,31.835937
